"transaction_sk","transaction_ts","transaction_amount","transaction_channel_type_cd","transaction_channel_type_desc","transaction_dr_cr","transaction_ref_num","transaction_status_cd","transaction_status_desc","merchant_id","account_sk"
306173,"2014-10-04","1353.43","NA","NA","NA","NA","NA","NA","NA","2950"
306174,"2014-10-04","1795.93","NA","NA","NA","NA","NA","NA","NA","2950"
306175,"2014-10-05","2350.23","NA","NA","NA","NA","NA","NA","NA","2950"
306176,"2014-10-05","1105.07","NA","NA","NA","NA","NA","NA","NA","2950"
306177,"2014-10-06","2585.04","NA","NA","NA","NA","NA","NA","NA","2950"
306178,"2014-10-07","1693.6","NA","NA","NA","NA","NA","NA","NA","2950"
306179,"2014-10-07","1670.38","NA","NA","NA","NA","NA","NA","NA","2950"
306180,"2014-10-07","-175.32","NA","NA","NA","NA","NA","NA","NA","2950"
306181,"2014-10-07","2114.24","NA","NA","NA","NA","NA","NA","NA","2950"
306182,"2014-10-07","1479.23","NA","NA","NA","NA","NA","NA","NA","2950"
306183,"2014-10-08","2744.74","NA","NA","NA","NA","NA","NA","NA","2950"
306184,"2014-10-08","1247.0","NA","NA","NA","NA","NA","NA","NA","2950"
306185,"2014-10-08","2462.36","NA","NA","NA","NA","NA","NA","NA","2950"
306186,"2014-10-08","1196.06","NA","NA","NA","NA","NA","NA","NA","2950"
306187,"2014-10-08","2261.9","NA","NA","NA","NA","NA","NA","NA","2950"
306188,"2014-10-09","2071.63","NA","NA","NA","NA","NA","NA","NA","2950"
306189,"2014-10-09","2923.77","NA","NA","NA","NA","NA","NA","NA","2950"
306190,"2014-10-09","2637.79","NA","NA","NA","NA","NA","NA","NA","2950"
306191,"2014-10-09","2322.17","NA","NA","NA","NA","NA","NA","NA","2950"
306192,"2014-10-09","1919.63","NA","NA","NA","NA","NA","NA","NA","2950"
306193,"2014-10-10","1297.98","NA","NA","NA","NA","NA","NA","NA","2950"
306194,"2014-10-10","-17.58","NA","NA","NA","NA","NA","NA","NA","2950"
306195,"2014-10-10","1834.46","NA","NA","NA","NA","NA","NA","NA","2950"
306196,"2014-10-11","1802.93","NA","NA","NA","NA","NA","NA","NA","2950"
306197,"2014-10-11","1906.33","NA","NA","NA","NA","NA","NA","NA","2950"
306198,"2014-10-11","1798.96","NA","NA","NA","NA","NA","NA","NA","2950"
306199,"2014-10-11","1712.81","NA","NA","NA","NA","NA","NA","NA","2950"
306200,"2014-10-11","2859.89","NA","NA","NA","NA","NA","NA","NA","2950"
306201,"2014-10-12","1414.25","NA","NA","NA","NA","NA","NA","NA","2950"
306202,"2014-10-12","1677.39","NA","NA","NA","NA","NA","NA","NA","2950"
306203,"2014-10-13","1372.85","NA","NA","NA","NA","NA","NA","NA","2950"
306204,"2014-10-13","2026.72","NA","NA","NA","NA","NA","NA","NA","2950"
306205,"2014-10-14","2699.68","NA","NA","NA","NA","NA","NA","NA","2950"
306206,"2014-10-15","1133.62","NA","NA","NA","NA","NA","NA","NA","2950"
306207,"2014-10-15","2533.89","NA","NA","NA","NA","NA","NA","NA","2950"
306208,"2014-10-15","1617.2","NA","NA","NA","NA","NA","NA","NA","2950"
306209,"2014-10-16","2321.78","NA","NA","NA","NA","NA","NA","NA","2950"
306210,"2014-10-16","1760.93","NA","NA","NA","NA","NA","NA","NA","2950"
306211,"2014-10-16","1694.29","NA","NA","NA","NA","NA","NA","NA","2950"
306212,"2014-10-17","1014.82","NA","NA","NA","NA","NA","NA","NA","2950"
306213,"2014-10-17","2413.8","NA","NA","NA","NA","NA","NA","NA","2950"
306214,"2014-10-17","2632.25","NA","NA","NA","NA","NA","NA","NA","2950"
306215,"2014-10-17","1616.94","NA","NA","NA","NA","NA","NA","NA","2950"
306216,"2014-10-17","2888.15","NA","NA","NA","NA","NA","NA","NA","2950"
306217,"2014-10-18","1040.34","NA","NA","NA","NA","NA","NA","NA","2950"
306218,"2014-10-18","1710.2","NA","NA","NA","NA","NA","NA","NA","2950"
306219,"2014-10-19","1714.13","NA","NA","NA","NA","NA","NA","NA","2950"
306220,"2014-10-19","2128.91","NA","NA","NA","NA","NA","NA","NA","2950"
306221,"2014-10-19","1407.71","NA","NA","NA","NA","NA","NA","NA","2950"
306222,"2014-10-19","1825.83","NA","NA","NA","NA","NA","NA","NA","2950"
306223,"2014-10-20","1228.25","NA","NA","NA","NA","NA","NA","NA","2950"
306224,"2014-10-20","-17.64","NA","NA","NA","NA","NA","NA","NA","2950"
306225,"2014-10-21","2098.3","NA","NA","NA","NA","NA","NA","NA","2950"
306226,"2014-10-22","2163.93","NA","NA","NA","NA","NA","NA","NA","2950"
306227,"2014-10-22","1494.01","NA","NA","NA","NA","NA","NA","NA","2950"
306228,"2014-10-22","2987.01","NA","NA","NA","NA","NA","NA","NA","2950"
306229,"2014-10-22","1238.06","NA","NA","NA","NA","NA","NA","NA","2950"
306230,"2014-10-22","1225.63","NA","NA","NA","NA","NA","NA","NA","2950"
306231,"2014-10-23","1984.33","NA","NA","NA","NA","NA","NA","NA","2950"
306232,"2014-10-23","1593.83","NA","NA","NA","NA","NA","NA","NA","2950"
306233,"2014-10-24","1630.02","NA","NA","NA","NA","NA","NA","NA","2950"
306234,"2014-10-25","1095.33","NA","NA","NA","NA","NA","NA","NA","2950"
306235,"2014-10-26","2355.32","NA","NA","NA","NA","NA","NA","NA","2950"
306236,"2014-10-26","2309.83","NA","NA","NA","NA","NA","NA","NA","2950"
306237,"2014-10-26","2565.91","NA","NA","NA","NA","NA","NA","NA","2950"
306238,"2014-10-26","-18.81","NA","NA","NA","NA","NA","NA","NA","2950"
306239,"2014-10-27","2374.52","NA","NA","NA","NA","NA","NA","NA","2950"
306240,"2014-10-27","1696.65","NA","NA","NA","NA","NA","NA","NA","2950"
306241,"2014-10-27","2365.71","NA","NA","NA","NA","NA","NA","NA","2950"
306242,"2014-10-28","2623.8","NA","NA","NA","NA","NA","NA","NA","2950"
306243,"2014-10-28","1117.19","NA","NA","NA","NA","NA","NA","NA","2950"
306244,"2014-10-29","2109.86","NA","NA","NA","NA","NA","NA","NA","2950"
306245,"2014-10-30","1113.15","NA","NA","NA","NA","NA","NA","NA","2950"
306246,"2014-10-30","2257.33","NA","NA","NA","NA","NA","NA","NA","2950"
306247,"2014-10-25","-2806.41","NA","NA","NA","NA","NA","NA","NA","2951"
306248,"2014-09-06","103","NA","NA","NA","NA","NA","NA","NA","2952"
306249,"2014-09-07","61","NA","NA","NA","NA","NA","NA","NA","2952"
306250,"2014-09-10","99","NA","NA","NA","NA","NA","NA","NA","2952"
306251,"2014-09-11","212","NA","NA","NA","NA","NA","NA","NA","2952"
306252,"2014-09-12","243","NA","NA","NA","NA","NA","NA","NA","2952"
306253,"2014-09-14","219","NA","NA","NA","NA","NA","NA","NA","2952"
306254,"2014-09-15","75","NA","NA","NA","NA","NA","NA","NA","2952"
306255,"2014-09-16","150","NA","NA","NA","NA","NA","NA","NA","2952"
306256,"2014-09-17","139","NA","NA","NA","NA","NA","NA","NA","2952"
306257,"2014-09-19","201","NA","NA","NA","NA","NA","NA","NA","2952"
306258,"2014-09-21","187","NA","NA","NA","NA","NA","NA","NA","2952"
306259,"2014-09-22","127","NA","NA","NA","NA","NA","NA","NA","2952"
306260,"2014-09-24","107","NA","NA","NA","NA","NA","NA","NA","2952"
306261,"2014-09-28","217","NA","NA","NA","NA","NA","NA","NA","2952"
306262,"2014-10-04","202","NA","NA","NA","NA","NA","NA","NA","2952"
306263,"2014-10-08","66","NA","NA","NA","NA","NA","NA","NA","2952"
306264,"2014-10-10","189","NA","NA","NA","NA","NA","NA","NA","2952"
306265,"2014-10-16","148","NA","NA","NA","NA","NA","NA","NA","2952"
306266,"2014-10-17","171","NA","NA","NA","NA","NA","NA","NA","2952"
306267,"2014-10-22","133","NA","NA","NA","NA","NA","NA","NA","2952"
306268,"2014-10-24","158","NA","NA","NA","NA","NA","NA","NA","2952"
306269,"2014-10-25","202","NA","NA","NA","NA","NA","NA","NA","2952"
306270,"2014-10-29","133","NA","NA","NA","NA","NA","NA","NA","2952"
306271,"2014-09-01","1478.5","NA","NA","NA","NA","NA","NA","NA","2954"
306272,"2014-09-01","2687.32","NA","NA","NA","NA","NA","NA","NA","2954"
306273,"2014-09-01","2199.57","NA","NA","NA","NA","NA","NA","NA","2954"
306274,"2014-09-01","2287.62","NA","NA","NA","NA","NA","NA","NA","2954"
306275,"2014-09-02","1123.82","NA","NA","NA","NA","NA","NA","NA","2954"
306276,"2014-09-02","1092.55","NA","NA","NA","NA","NA","NA","NA","2954"
306277,"2014-09-03","1238.21","NA","NA","NA","NA","NA","NA","NA","2954"
306278,"2014-09-03","1225.61","NA","NA","NA","NA","NA","NA","NA","2954"
306279,"2014-09-03","1023.64","NA","NA","NA","NA","NA","NA","NA","2954"
306280,"2014-09-03","1953.88","NA","NA","NA","NA","NA","NA","NA","2954"
306281,"2014-09-04","1215.65","NA","NA","NA","NA","NA","NA","NA","2954"
306282,"2014-09-04","1671.2","NA","NA","NA","NA","NA","NA","NA","2954"
306283,"2014-09-04","2428.09","NA","NA","NA","NA","NA","NA","NA","2954"
306284,"2014-09-04","1565.22","NA","NA","NA","NA","NA","NA","NA","2954"
306285,"2014-09-04","2501.84","NA","NA","NA","NA","NA","NA","NA","2954"
306286,"2014-09-05","2830.52","NA","NA","NA","NA","NA","NA","NA","2954"
306287,"2014-09-05","2910.5","NA","NA","NA","NA","NA","NA","NA","2954"
306288,"2014-09-05","1732.83","NA","NA","NA","NA","NA","NA","NA","2954"
306289,"2014-09-06","2272.89","NA","NA","NA","NA","NA","NA","NA","2954"
306290,"2014-09-07","2831.21","NA","NA","NA","NA","NA","NA","NA","2954"
306291,"2014-09-07","1247.19","NA","NA","NA","NA","NA","NA","NA","2954"
306292,"2014-09-07","2380.27","NA","NA","NA","NA","NA","NA","NA","2954"
306293,"2014-09-08","1086.34","NA","NA","NA","NA","NA","NA","NA","2954"
306294,"2014-09-09","1347.82","NA","NA","NA","NA","NA","NA","NA","2954"
306295,"2014-09-10","1498.5","NA","NA","NA","NA","NA","NA","NA","2954"
306296,"2014-09-10","1901.1","NA","NA","NA","NA","NA","NA","NA","2954"
306297,"2014-09-10","1962.44","NA","NA","NA","NA","NA","NA","NA","2954"
306298,"2014-09-10","1923.18","NA","NA","NA","NA","NA","NA","NA","2954"
306299,"2014-09-10","2149.46","NA","NA","NA","NA","NA","NA","NA","2954"
306300,"2014-09-11","2145.8","NA","NA","NA","NA","NA","NA","NA","2954"
306301,"2014-09-11","2787.49","NA","NA","NA","NA","NA","NA","NA","2954"
306302,"2014-09-11","2208.32","NA","NA","NA","NA","NA","NA","NA","2954"
306303,"2014-09-11","1924.63","NA","NA","NA","NA","NA","NA","NA","2954"
306304,"2014-09-11","2658.49","NA","NA","NA","NA","NA","NA","NA","2954"
306305,"2014-09-12","2301.28","NA","NA","NA","NA","NA","NA","NA","2954"
306306,"2014-09-13","2698.92","NA","NA","NA","NA","NA","NA","NA","2954"
306307,"2014-09-14","1890.37","NA","NA","NA","NA","NA","NA","NA","2954"
306308,"2014-09-14","1867.18","NA","NA","NA","NA","NA","NA","NA","2954"
306309,"2014-09-15","2810.24","NA","NA","NA","NA","NA","NA","NA","2954"
306310,"2014-09-15","2554.4","NA","NA","NA","NA","NA","NA","NA","2954"
306311,"2014-09-15","1113.13","NA","NA","NA","NA","NA","NA","NA","2954"
306312,"2014-09-15","1825.44","NA","NA","NA","NA","NA","NA","NA","2954"
306313,"2014-09-16","2166.7","NA","NA","NA","NA","NA","NA","NA","2954"
306314,"2014-09-16","2039.69","NA","NA","NA","NA","NA","NA","NA","2954"
306315,"2014-09-16","2539.13","NA","NA","NA","NA","NA","NA","NA","2954"
306316,"2014-09-16","1097.06","NA","NA","NA","NA","NA","NA","NA","2954"
306317,"2014-09-16","2991.62","NA","NA","NA","NA","NA","NA","NA","2954"
306318,"2014-09-17","2007.13","NA","NA","NA","NA","NA","NA","NA","2954"
306319,"2014-09-17","1860.11","NA","NA","NA","NA","NA","NA","NA","2954"
306320,"2014-09-18","1604.03","NA","NA","NA","NA","NA","NA","NA","2954"
306321,"2014-09-18","2206.72","NA","NA","NA","NA","NA","NA","NA","2954"
306322,"2014-09-19","1274.18","NA","NA","NA","NA","NA","NA","NA","2954"
306323,"2014-09-19","2066.9","NA","NA","NA","NA","NA","NA","NA","2954"
306324,"2014-09-19","2698.53","NA","NA","NA","NA","NA","NA","NA","2954"
306325,"2014-09-19","1397.0","NA","NA","NA","NA","NA","NA","NA","2954"
306326,"2014-09-20","1525.66","NA","NA","NA","NA","NA","NA","NA","2954"
306327,"2014-09-21","2974.92","NA","NA","NA","NA","NA","NA","NA","2954"
306328,"2014-09-21","2062.04","NA","NA","NA","NA","NA","NA","NA","2954"
306329,"2014-09-21","2491.09","NA","NA","NA","NA","NA","NA","NA","2954"
306330,"2014-09-21","2472.34","NA","NA","NA","NA","NA","NA","NA","2954"
306331,"2014-09-21","1951.26","NA","NA","NA","NA","NA","NA","NA","2954"
306332,"2014-09-22","1839.81","NA","NA","NA","NA","NA","NA","NA","2954"
306333,"2014-09-22","2283.27","NA","NA","NA","NA","NA","NA","NA","2954"
306334,"2014-09-22","1012.09","NA","NA","NA","NA","NA","NA","NA","2954"
306335,"2014-09-22","2548.01","NA","NA","NA","NA","NA","NA","NA","2954"
306336,"2014-09-22","1587.68","NA","NA","NA","NA","NA","NA","NA","2954"
306337,"2014-09-23","1964.55","NA","NA","NA","NA","NA","NA","NA","2954"
306338,"2014-09-23","1635.79","NA","NA","NA","NA","NA","NA","NA","2954"
306339,"2014-09-23","1878.24","NA","NA","NA","NA","NA","NA","NA","2954"
306340,"2014-09-23","2882.69","NA","NA","NA","NA","NA","NA","NA","2954"
306341,"2014-09-24","1590.82","NA","NA","NA","NA","NA","NA","NA","2954"
306342,"2014-09-24","2172.92","NA","NA","NA","NA","NA","NA","NA","2954"
306343,"2014-09-24","2486.3","NA","NA","NA","NA","NA","NA","NA","2954"
306344,"2014-09-24","2164.63","NA","NA","NA","NA","NA","NA","NA","2954"
306345,"2014-09-25","1364.27","NA","NA","NA","NA","NA","NA","NA","2954"
306346,"2014-09-25","1965.2","NA","NA","NA","NA","NA","NA","NA","2954"
306347,"2014-09-25","2621.47","NA","NA","NA","NA","NA","NA","NA","2954"
306348,"2014-09-25","1357.09","NA","NA","NA","NA","NA","NA","NA","2954"
306349,"2014-09-25","2641.68","NA","NA","NA","NA","NA","NA","NA","2954"
306350,"2014-09-26","1306.83","NA","NA","NA","NA","NA","NA","NA","2954"
306351,"2014-09-26","-18.88","NA","NA","NA","NA","NA","NA","NA","2954"
306352,"2014-09-26","1985.34","NA","NA","NA","NA","NA","NA","NA","2954"
306353,"2014-09-26","2797.31","NA","NA","NA","NA","NA","NA","NA","2954"
306354,"2014-09-27","1092.97","NA","NA","NA","NA","NA","NA","NA","2954"
306355,"2014-09-27","1134.66","NA","NA","NA","NA","NA","NA","NA","2954"
306356,"2014-09-27","1792.03","NA","NA","NA","NA","NA","NA","NA","2954"
306357,"2014-09-27","2084.06","NA","NA","NA","NA","NA","NA","NA","2954"
306358,"2014-09-27","1147.82","NA","NA","NA","NA","NA","NA","NA","2954"
306359,"2014-09-28","2747.03","NA","NA","NA","NA","NA","NA","NA","2954"
306360,"2014-09-28","1517.01","NA","NA","NA","NA","NA","NA","NA","2954"
306361,"2014-09-28","1900.97","NA","NA","NA","NA","NA","NA","NA","2954"
306362,"2014-09-28","1714.44","NA","NA","NA","NA","NA","NA","NA","2954"
306363,"2014-09-28","1124.09","NA","NA","NA","NA","NA","NA","NA","2954"
306364,"2014-09-29","2450.75","NA","NA","NA","NA","NA","NA","NA","2954"
306365,"2014-09-29","1137.05","NA","NA","NA","NA","NA","NA","NA","2954"
306366,"2014-09-29","1580.66","NA","NA","NA","NA","NA","NA","NA","2954"
306367,"2014-09-30","1914.52","NA","NA","NA","NA","NA","NA","NA","2954"
306368,"2014-09-30","1376.84","NA","NA","NA","NA","NA","NA","NA","2954"
306369,"2014-10-01","2503.46","NA","NA","NA","NA","NA","NA","NA","2954"
306370,"2014-10-01","1784.05","NA","NA","NA","NA","NA","NA","NA","2954"
306371,"2014-10-01","2219.45","NA","NA","NA","NA","NA","NA","NA","2954"
306372,"2014-10-02","1715.68","NA","NA","NA","NA","NA","NA","NA","2954"
306373,"2014-10-02","2591.3","NA","NA","NA","NA","NA","NA","NA","2954"
306374,"2014-10-02","2492.03","NA","NA","NA","NA","NA","NA","NA","2954"
306375,"2014-10-02","2934.84","NA","NA","NA","NA","NA","NA","NA","2954"
306376,"2014-10-02","-269.04","NA","NA","NA","NA","NA","NA","NA","2954"
306377,"2014-10-03","2189.37","NA","NA","NA","NA","NA","NA","NA","2954"
306378,"2014-10-03","1734.9","NA","NA","NA","NA","NA","NA","NA","2954"
306379,"2014-10-03","2898.14","NA","NA","NA","NA","NA","NA","NA","2954"
306380,"2014-10-03","2491.15","NA","NA","NA","NA","NA","NA","NA","2954"
306381,"2014-10-04","2288.6","NA","NA","NA","NA","NA","NA","NA","2954"
306382,"2014-10-04","1537.45","NA","NA","NA","NA","NA","NA","NA","2954"
306383,"2014-10-05","1598.24","NA","NA","NA","NA","NA","NA","NA","2954"
306384,"2014-10-06","1322.72","NA","NA","NA","NA","NA","NA","NA","2954"
306385,"2014-10-06","2943.37","NA","NA","NA","NA","NA","NA","NA","2954"
306386,"2014-10-06","1528.18","NA","NA","NA","NA","NA","NA","NA","2954"
306387,"2014-10-06","2191.4","NA","NA","NA","NA","NA","NA","NA","2954"
306388,"2014-10-06","2978.67","NA","NA","NA","NA","NA","NA","NA","2954"
306389,"2014-10-07","1316.63","NA","NA","NA","NA","NA","NA","NA","2954"
306390,"2014-10-07","1859.59","NA","NA","NA","NA","NA","NA","NA","2954"
306391,"2014-10-08","1089.5","NA","NA","NA","NA","NA","NA","NA","2954"
306392,"2014-10-08","2240.43","NA","NA","NA","NA","NA","NA","NA","2954"
306393,"2014-10-08","1746.45","NA","NA","NA","NA","NA","NA","NA","2954"
306394,"2014-10-09","1627.22","NA","NA","NA","NA","NA","NA","NA","2954"
306395,"2014-10-09","1110.01","NA","NA","NA","NA","NA","NA","NA","2954"
306396,"2014-10-09","2485.89","NA","NA","NA","NA","NA","NA","NA","2954"
306397,"2014-10-10","2323.88","NA","NA","NA","NA","NA","NA","NA","2954"
306398,"2014-10-10","1156.21","NA","NA","NA","NA","NA","NA","NA","2954"
306399,"2014-10-11","1841.23","NA","NA","NA","NA","NA","NA","NA","2954"
306400,"2014-10-11","1599.36","NA","NA","NA","NA","NA","NA","NA","2954"
306401,"2014-10-11","1213.68","NA","NA","NA","NA","NA","NA","NA","2954"
306402,"2014-10-11","1789.93","NA","NA","NA","NA","NA","NA","NA","2954"
306403,"2014-10-11","1850.96","NA","NA","NA","NA","NA","NA","NA","2954"
306404,"2014-10-12","1177.26","NA","NA","NA","NA","NA","NA","NA","2954"
306405,"2014-10-13","2077.23","NA","NA","NA","NA","NA","NA","NA","2954"
306406,"2014-10-13","2362.86","NA","NA","NA","NA","NA","NA","NA","2954"
306407,"2014-10-13","2363.48","NA","NA","NA","NA","NA","NA","NA","2954"
306408,"2014-10-13","2076.25","NA","NA","NA","NA","NA","NA","NA","2954"
306409,"2014-10-14","1337.26","NA","NA","NA","NA","NA","NA","NA","2954"
306410,"2014-10-14","1058.33","NA","NA","NA","NA","NA","NA","NA","2954"
306411,"2014-10-14","2539.01","NA","NA","NA","NA","NA","NA","NA","2954"
306412,"2014-10-14","1625.82","NA","NA","NA","NA","NA","NA","NA","2954"
306413,"2014-10-15","1527.57","NA","NA","NA","NA","NA","NA","NA","2954"
306414,"2014-10-15","2388.38","NA","NA","NA","NA","NA","NA","NA","2954"
306415,"2014-10-15","1482.27","NA","NA","NA","NA","NA","NA","NA","2954"
306416,"2014-10-16","2600.4","NA","NA","NA","NA","NA","NA","NA","2954"
306417,"2014-10-16","2607.38","NA","NA","NA","NA","NA","NA","NA","2954"
306418,"2014-10-16","1564.38","NA","NA","NA","NA","NA","NA","NA","2954"
306419,"2014-10-16","1711.35","NA","NA","NA","NA","NA","NA","NA","2954"
306420,"2014-10-17","2710.72","NA","NA","NA","NA","NA","NA","NA","2954"
306421,"2014-10-17","-21.25","NA","NA","NA","NA","NA","NA","NA","2954"
306422,"2014-10-17","1433.39","NA","NA","NA","NA","NA","NA","NA","2954"
306423,"2014-10-17","1845.3","NA","NA","NA","NA","NA","NA","NA","2954"
306424,"2014-10-18","2945.48","NA","NA","NA","NA","NA","NA","NA","2954"
306425,"2014-10-19","2781.93","NA","NA","NA","NA","NA","NA","NA","2954"
306426,"2014-10-19","2207.32","NA","NA","NA","NA","NA","NA","NA","2954"
306427,"2014-10-19","2032.59","NA","NA","NA","NA","NA","NA","NA","2954"
306428,"2014-10-19","1098.0","NA","NA","NA","NA","NA","NA","NA","2954"
306429,"2014-10-20","1973.61","NA","NA","NA","NA","NA","NA","NA","2954"
306430,"2014-10-21","1721.12","NA","NA","NA","NA","NA","NA","NA","2954"
306431,"2014-10-21","2444.86","NA","NA","NA","NA","NA","NA","NA","2954"
306432,"2014-10-21","1370.92","NA","NA","NA","NA","NA","NA","NA","2954"
306433,"2014-10-22","2051.58","NA","NA","NA","NA","NA","NA","NA","2954"
306434,"2014-10-23","2525.94","NA","NA","NA","NA","NA","NA","NA","2954"
306435,"2014-10-23","1370.39","NA","NA","NA","NA","NA","NA","NA","2954"
306436,"2014-10-23","1208.24","NA","NA","NA","NA","NA","NA","NA","2954"
306437,"2014-10-24","1398.32","NA","NA","NA","NA","NA","NA","NA","2954"
306438,"2014-10-24","1759.86","NA","NA","NA","NA","NA","NA","NA","2954"
306439,"2014-10-24","2770.1","NA","NA","NA","NA","NA","NA","NA","2954"
306440,"2014-10-24","1001.0","NA","NA","NA","NA","NA","NA","NA","2954"
306441,"2014-10-25","2147.6","NA","NA","NA","NA","NA","NA","NA","2954"
306442,"2014-10-25","1563.43","NA","NA","NA","NA","NA","NA","NA","2954"
306443,"2014-10-25","2156.77","NA","NA","NA","NA","NA","NA","NA","2954"
306444,"2014-10-25","2588.0","NA","NA","NA","NA","NA","NA","NA","2954"
306445,"2014-10-26","1907.46","NA","NA","NA","NA","NA","NA","NA","2954"
306446,"2014-10-26","1418.65","NA","NA","NA","NA","NA","NA","NA","2954"
306447,"2014-10-26","2660.0","NA","NA","NA","NA","NA","NA","NA","2954"
306448,"2014-10-26","1912.92","NA","NA","NA","NA","NA","NA","NA","2954"
306449,"2014-10-26","-17.35","NA","NA","NA","NA","NA","NA","NA","2954"
306450,"2014-10-27","1596.47","NA","NA","NA","NA","NA","NA","NA","2954"
306451,"2014-10-27","2453.53","NA","NA","NA","NA","NA","NA","NA","2954"
306452,"2014-10-28","2720.9","NA","NA","NA","NA","NA","NA","NA","2954"
306453,"2014-10-28","1524.88","NA","NA","NA","NA","NA","NA","NA","2954"
306454,"2014-10-28","2774.12","NA","NA","NA","NA","NA","NA","NA","2954"
306455,"2014-10-28","2241.0","NA","NA","NA","NA","NA","NA","NA","2954"
306456,"2014-10-28","2608.95","NA","NA","NA","NA","NA","NA","NA","2954"
306457,"2014-10-29","1464.26","NA","NA","NA","NA","NA","NA","NA","2954"
306458,"2014-10-29","2147.28","NA","NA","NA","NA","NA","NA","NA","2954"
306459,"2014-10-29","2664.4","NA","NA","NA","NA","NA","NA","NA","2954"
306460,"2014-10-29","2805.92","NA","NA","NA","NA","NA","NA","NA","2954"
306461,"2014-10-29","1493.1","NA","NA","NA","NA","NA","NA","NA","2954"
306462,"2014-10-30","1205.25","NA","NA","NA","NA","NA","NA","NA","2954"
306463,"2014-09-01","-13.05","NA","NA","NA","NA","NA","NA","NA","2955"
306464,"2014-09-01","-6.18","NA","NA","NA","NA","NA","NA","NA","2955"
306465,"2014-09-01","-157.08","NA","NA","NA","NA","NA","NA","NA","2955"
306466,"2014-09-02","-164.06","NA","NA","NA","NA","NA","NA","NA","2955"
306467,"2014-09-02","-12.44","NA","NA","NA","NA","NA","NA","NA","2955"
306468,"2014-09-02","-5.46","NA","NA","NA","NA","NA","NA","NA","2955"
306469,"2014-09-02","-8.03","NA","NA","NA","NA","NA","NA","NA","2955"
306470,"2014-09-02","-134.73","NA","NA","NA","NA","NA","NA","NA","2955"
306471,"2014-09-03","4400","NA","NA","NA","NA","NA","NA","NA","2955"
306472,"2014-09-03","-7.6","NA","NA","NA","NA","NA","NA","NA","2955"
306473,"2014-09-03","-11.1","NA","NA","NA","NA","NA","NA","NA","2955"
306474,"2014-09-03","-10.31","NA","NA","NA","NA","NA","NA","NA","2955"
306475,"2014-09-04","-10.25","NA","NA","NA","NA","NA","NA","NA","2955"
306476,"2014-09-04","-7.23","NA","NA","NA","NA","NA","NA","NA","2955"
306477,"2014-09-04","-6.48","NA","NA","NA","NA","NA","NA","NA","2955"
306478,"2014-09-05","-9.04","NA","NA","NA","NA","NA","NA","NA","2955"
306479,"2014-09-05","-2.7","NA","NA","NA","NA","NA","NA","NA","2955"
306480,"2014-09-05","5500","NA","NA","NA","NA","NA","NA","NA","2955"
306481,"2014-09-06","-10.81","NA","NA","NA","NA","NA","NA","NA","2955"
306482,"2014-09-06","-7.79","NA","NA","NA","NA","NA","NA","NA","2955"
306483,"2014-09-06","-8.86","NA","NA","NA","NA","NA","NA","NA","2955"
306484,"2014-09-06","-10.58","NA","NA","NA","NA","NA","NA","NA","2955"
306485,"2014-09-07","-9.12","NA","NA","NA","NA","NA","NA","NA","2955"
306486,"2014-09-07","-10.56","NA","NA","NA","NA","NA","NA","NA","2955"
306487,"2014-09-07","-11.49","NA","NA","NA","NA","NA","NA","NA","2955"
306488,"2014-09-08","-14.11","NA","NA","NA","NA","NA","NA","NA","2955"
306489,"2014-09-09","-9.46","NA","NA","NA","NA","NA","NA","NA","2955"
306490,"2014-09-09","-12.0","NA","NA","NA","NA","NA","NA","NA","2955"
306491,"2014-09-09","-5.78","NA","NA","NA","NA","NA","NA","NA","2955"
306492,"2014-09-10","-8.96","NA","NA","NA","NA","NA","NA","NA","2955"
306493,"2014-09-10","-6.97","NA","NA","NA","NA","NA","NA","NA","2955"
306494,"2014-09-10","-8.97","NA","NA","NA","NA","NA","NA","NA","2955"
306495,"2014-09-11","-8.03","NA","NA","NA","NA","NA","NA","NA","2955"
306496,"2014-09-12","-11.56","NA","NA","NA","NA","NA","NA","NA","2955"
306497,"2014-09-12","-8.69","NA","NA","NA","NA","NA","NA","NA","2955"
306498,"2014-09-13","-9.91","NA","NA","NA","NA","NA","NA","NA","2955"
306499,"2014-09-13","-8.89","NA","NA","NA","NA","NA","NA","NA","2955"
306500,"2014-09-13","-11.02","NA","NA","NA","NA","NA","NA","NA","2955"
306501,"2014-09-13","-11.87","NA","NA","NA","NA","NA","NA","NA","2955"
306502,"2014-09-13","-7.88","NA","NA","NA","NA","NA","NA","NA","2955"
306503,"2014-09-14","8.61","NA","NA","NA","NA","NA","NA","NA","2955"
306504,"2014-09-15","-12.94","NA","NA","NA","NA","NA","NA","NA","2955"
306505,"2014-09-15","-129.87","NA","NA","NA","NA","NA","NA","NA","2955"
306506,"2014-09-16","-14.14","NA","NA","NA","NA","NA","NA","NA","2955"
306507,"2014-09-16","-105.53","NA","NA","NA","NA","NA","NA","NA","2955"
306508,"2014-09-16","-6.05","NA","NA","NA","NA","NA","NA","NA","2955"
306509,"2014-09-17","-11.23","NA","NA","NA","NA","NA","NA","NA","2955"
306510,"2014-09-17","-4.31","NA","NA","NA","NA","NA","NA","NA","2955"
306511,"2014-09-17","-8.06","NA","NA","NA","NA","NA","NA","NA","2955"
306512,"2014-09-17","-9.99","NA","NA","NA","NA","NA","NA","NA","2955"
